step,node_id,is_gateway,lat,lon,battery_pct,reported_lat,reported_lon,reported_battery,protocol,packets_sent,packets_delivered,energy_mJ,collisions
54,50,False,18.4494178,73.8549534,94.4,,,,zigbee,207,0,787.5,9944
54,51,False,18.4404922,73.8639741,62.7,,,,wifi,200,0,0.0,9944
54,52,False,18.4443664,73.859851,41.2,,,,zigbee,203,0,337.5,9944
54,53,False,18.4625495,73.8684664,77.3,,,,wifi,203,0,27000.0,9944
55,0,True,18.4455576,73.852505,8333.2,,,,zigbee,0,0,0.0,9944
55,1,True,18.4503605,73.8675219,8333.2,,,,zigbee,0,0,0.0,9944
55,2,True,18.4577175,73.8584812,8333.2,,,,zigbee,0,0,0.0,9944
55,4,False,18.4474152,73.8530039,45.8,18.4473878,73.8526574,45.8,zigbee,204,1,525.0,9944
55,5,False,18.4590131,73.8489562,89.8,,,,wifi,201,0,5400.0,9944
55,6,False,18.4466137,73.8521483,62.8,18.446617,73.8521484,62.8,zigbee,203,1,292.5,9944
55,7,False,18.449315,73.858359,83.7,,,,zigbee,204,0,405.0,9944
55,8,False,18.4445015,73.8497902,64.1,,,,zigbee,201,0,112.5,9944
55,9,False,18.4455852,73.8578372,54.8,,,,zigbee,204,0,450.0,9944
55,10,False,18.4555025,73.849262,69.6,,,,wifi,204,0,36000.0,9944
55,11,False,18.443495,73.8700304,99.8,,,,wifi,201,0,9000.0,9944
55,12,False,18.4461798,73.8539196,66.1,18.4472673,73.8522787,66.1,zigbee,201,1,112.5,9944
55,13,False,18.4443656,73.859865,85.7,,,,zigbee,202,0,180.0,9944
55,14,False,18.4541148,73.8698202,43.5,18.4540089,73.8697089,43.5,zigbee,201,1,112.5,9944
55,15,False,18.4609013,73.8690562,96.8,,,,wifi,201,0,9000.0,9944
55,16,False,18.4472425,73.8676982,47.3,,,,zigbee,200,0,0.0,9944
55,17,False,18.4500706,73.8514733,82.5,,,,zigbee,202,0,225.0,9944
55,18,False,18.4614678,73.8662679,72.3,,,,wifi,203,0,27000.0,9944
55,19,False,18.4525955,73.8642257,61.2,,,,zigbee,200,0,0.0,9944
55,20,False,18.45294,73.8698482,54.9,,,,zigbee,203,0,292.5,9944
55,21,False,18.4497607,73.8513123,88.5,,,,zigbee,200,0,0.0,9944
55,22,False,18.4419559,73.8657688,69.1,,,,wifi,200,0,0.0,9944
55,23,False,18.4612264,73.8589257,81.8,,,,zigbee,201,0,112.5,9944
55,24,False,18.4441333,73.8481753,43.0,,,,zigbee,200,0,0.0,9944
55,25,False,18.4641395,73.8647907,64.2,,,,wifi,202,0,14400.0,9944
55,26,False,18.4531268,73.868144,55.9,,,,zigbee,200,0,0.0,9944
55,27,False,18.4529269,73.8671102,70.3,,,,zigbee,202,0,180.0,9944
55,28,False,18.4524086,73.8557232,80.1,,,,zigbee,201,0,112.5,9944
55,29,False,18.4456559,73.8614622,56.3,,,,wifi,208,0,72000.0,9944
55,30,False,18.4553142,73.8482173,89.8,,,,wifi,202,0,9112.5,9944
55,31,False,18.4491945,73.864943,73.6,18.4485846,73.8644837,73.6,zigbee,201,1,112.5,9944
55,32,False,18.4654707,73.8546517,61.9,,,,wifi,200,0,0.0,9944
55,33,False,18.4580909,73.8718564,98.6,,,,wifi,200,0,0.0,9944
55,34,False,18.4591753,73.858262,49.5,,,,ble,200,0,0.0,9944
55,35,False,18.4495991,73.8715932,53.4,,,,zigbee,200,0,0.0,9944
55,36,False,18.4524935,73.8511142,46.9,,,,zigbee,205,0,562.5,9944
55,37,False,18.4476654,73.849578,63.1,,,,zigbee,202,0,225.0,9944
55,38,False,18.4448141,73.8471826,96.9,,,,zigbee,202,0,225.0,9944
55,39,False,18.4574136,73.8524232,81.8,,,,zigbee,200,0,0.0,9944
55,40,False,18.4432346,73.8565547,57.2,,,,zigbee,202,0,180.0,9944
55,41,False,18.4427833,73.8494155,70.9,,,,zigbee,202,0,180.0,9944
55,42,False,18.4495828,73.8520993,99.0,18.4491871,73.8533668,99.0,zigbee,205,1,562.5,9944
55,43,False,18.4305969,73.8575639,79.4,,,,zigbee,200,0,0.0,9944
55,44,False,18.4420789,73.8561903,88.1,,,,zigbee,201,0,67.5,9944
55,45,False,18.4434532,73.8491547,84.6,18.4434009,73.848776,84.6,zigbee,204,1,360.0,9944
55,46,False,18.440565,73.8659904,82.8,,,,wifi,200,0,0.0,9944
55,47,False,18.452144,73.8582902,82.4,,,,zigbee,207,0,697.5,9944
55,48,False,18.450677,73.850272,94.3,18.4505081,73.8508587,94.3,zigbee,205,1,562.5,9944
55,49,False,18.443661,73.8532675,53.2,18.4434223,73.8532435,53.2,zigbee,202,2,300.0,9944
55,50,False,18.4494445,73.8548584,94.4,,,,zigbee,207,0,787.5,9944
55,51,False,18.4405527,73.8639362,62.7,,,,wifi,200,0,0.0,9944
55,52,False,18.4443754,73.8596888,41.2,,,,zigbee,203,0,337.5,9944
55,53,False,18.4625175,73.8684524,77.3,,,,wifi,203,0,27000.0,9944
56,0,True,18.4455576,73.852505,8333.2,,,,zigbee,0,0,0.0,9944
56,1,True,18.4503605,73.8675219,8333.2,,,,zigbee,0,0,0.0,9944
56,2,True,18.4577175,73.8584812,8333.2,,,,zigbee,0,0,0.0,9944
56,4,False,18.4474152,73.8530039,45.8,18.4473878,73.8526574,45.8,zigbee,204,1,525.0,9944
56,5,False,18.459137,73.8489038,89.8,,,,wifi,201,0,5400.0,9944
56,6,False,18.4464407,73.8521421,62.8,18.446617,73.8521484,62.8,zigbee,203,1,292.5,9944
56,7,False,18.4491705,73.8583776,83.7,,,,zigbee,204,0,405.0,9944
56,8,False,18.4444498,73.8496449,64.1,,,,zigbee,201,0,112.5,9944
56,9,False,18.4453283,73.8576837,54.8,,,,zigbee,204,0,450.0,9944
56,10,False,18.4555245,73.8494574,69.6,,,,wifi,204,0,36000.0,9944
56,11,False,18.4434849,73.8700609,99.8,,,,wifi,201,0,9000.0,9944
56,12,False,18.4461842,73.8539655,66.1,18.4472673,73.8522787,66.1,zigbee,201,1,112.5,9944
56,13,False,18.4443581,73.86,85.7,,,,zigbee,202,0,180.0,9944
56,14,False,18.4541141,73.8697858,43.5,18.4540089,73.8697089,43.5,zigbee,201,1,112.5,9944
56,15,False,18.4609039,73.8690985,96.8,,,,wifi,201,0,9000.0,9944
56,16,False,18.4471937,73.8678498,47.3,,,,zigbee,200,0,0.0,9944
56,17,False,18.4501164,73.851324,82.5,,,,zigbee,202,0,225.0,9944
56,18,False,18.4613779,73.8663899,72.3,,,,wifi,203,0,27000.0,9944
56,19,False,18.4526458,73.8640605,61.2,,,,zigbee,200,0,0.0,9944
56,20,False,18.4528483,73.8699434,54.9,,,,zigbee,203,0,292.5,9944
56,21,False,18.4497713,73.8511675,88.5,,,,zigbee,200,0,0.0,9944
56,22,False,18.442014,73.8658573,69.1,,,,zigbee,200,0,0.0,9944
56,23,False,18.46124,73.8588274,81.8,,,,zigbee,201,0,112.5,9944
56,24,False,18.4439921,73.8481021,43.0,,,,zigbee,200,0,0.0,9944
56,25,False,18.4642491,73.8647581,64.2,,,,wifi,202,0,14400.0,9944
56,26,False,18.4531394,73.8679393,55.9,,,,zigbee,200,0,0.0,9944
56,27,False,18.4529403,73.8670447,70.3,,,,zigbee,202,0,180.0,9944
56,28,False,18.4523878,73.8558754,80.1,,,,zigbee,201,0,112.5,9944
56,29,False,18.4454758,73.8615102,56.3,,,,wifi,208,0,72000.0,9944
56,30,False,18.4553871,73.8483332,89.8,,,,wifi,202,0,9112.5,9944
56,31,False,18.449253,73.8649455,73.6,18.4485846,73.8644837,73.6,zigbee,201,1,112.5,9944
56,32,False,18.4655293,73.8546615,61.9,,,,wifi,200,0,0.0,9944
56,33,False,18.4582265,73.8718501,98.6,,,,wifi,200,0,0.0,9944
56,34,False,18.4590645,73.8582703,49.5,,,,ble,200,0,0.0,9944
56,35,False,18.4495919,73.8715127,53.4,,,,zigbee,200,0,0.0,9944
56,36,False,18.452688,73.8511174,46.9,,,,zigbee,205,0,562.5,9944
56,37,False,18.447655,73.8495548,63.1,,,,zigbee,202,0,225.0,9944
56,38,False,18.4447895,73.8473165,96.9,,,,zigbee,202,0,225.0,9944
56,39,False,18.4574951,73.8528861,81.8,,,,zigbee,200,0,0.0,9944
56,40,False,18.4432676,73.8566641,57.2,,,,zigbee,202,0,180.0,9944
56,41,False,18.4427863,73.8494643,70.9,,,,zigbee,202,0,180.0,9944
56,42,False,18.4496427,73.8521017,99.0,18.4491871,73.8533668,99.0,zigbee,205,1,562.5,9944
56,43,False,18.4304589,73.857467,79.4,,,,zigbee,200,0,0.0,9944
56,44,False,18.4420743,73.856151,88.1,,,,zigbee,201,0,67.5,9944
56,45,False,18.4434102,73.8492277,84.6,18.4434009,73.848776,84.6,zigbee,204,1,360.0,9944
56,46,False,18.4407368,73.8658975,82.8,,,,wifi,200,0,0.0,9944
56,47,False,18.4522078,73.8582997,82.4,,,,zigbee,207,0,697.5,9944
56,48,False,18.4506181,73.8504747,94.3,18.4505081,73.8508587,94.3,zigbee,205,1,562.5,9944
56,49,False,18.4436046,73.8532574,53.2,18.4434223,73.8532435,53.2,zigbee,202,2,300.0,9944
56,50,False,18.4494806,73.8547216,94.4,,,,zigbee,207,0,787.5,9944
56,51,False,18.440381,73.8640438,62.7,,,,wifi,200,0,0.0,9944
56,52,False,18.4443631,73.8599104,41.2,,,,zigbee,203,0,337.5,9944
56,53,False,18.4623122,73.8684586,77.3,,,,wifi,203,0,27000.0,9944
57,0,True,18.4455576,73.852505,8333.2,,,,zigbee,0,0,0.0,9944
57,1,True,18.4503605,73.8675219,8333.2,,,,zigbee,0,0,0.0,9944
57,2,True,18.4577175,73.8584812,8333.2,,,,zigbee,0,0,0.0,9944
57,4,False,18.4474045,73.8529413,45.8,18.4473878,73.8526574,45.8,zigbee,204,1,525.0,9944
57,5,False,18.4587571,73.8490645,89.8,,,,wifi,201,0,5400.0,9944
57,6,False,18.4462662,73.8521217,62.8,18.446617,73.8521484,62.8,zigbee,203,1,292.5,9944
57,7,False,18.449131,73.8583827,83.7,,,,zigbee,204,0,405.0,9944
57,8,False,18.4444376,73.8496106,64.1,,,,zigbee,201,0,112.5,9944
57,9,False,18.4454232,73.8577404,54.8,,,,zigbee,204,0,450.0,9944
57,10,False,18.4555442,73.8496331,69.6,,,,wifi,204,0,36000.0,9944
57,11,False,18.4435394,73.8698953,99.8,,,,zigbee,201,0,9000.0,9944
57,12,False,18.4461694,73.8538098,66.1,18.4472673,73.8522787,66.1,zigbee,201,1,112.5,9944
57,13,False,18.4443552,73.8600516,85.7,,,,zigbee,202,0,180.0,9944
57,14,False,18.4541141,73.8697858,43.5,18.4540089,73.8697089,43.5,zigbee,201,1,112.5,9944
57,15,False,18.4608958,73.8689643,96.8,,,,wifi,201,0,9000.0,9944
57,16,False,18.4471542,73.8679725,47.3,,,,zigbee,200,0,0.0,9944
57,17,False,18.4501222,73.8513052,82.5,,,,zigbee,202,0,225.0,9944
57,18,False,18.4613028,73.8664875,72.3,,,,wifi,203,0,27000.0,9944
57,19,False,18.4526534,73.8640357,61.2,,,,zigbee,200,0,0.0,9944
57,20,False,18.45294,73.8698482,54.9,,,,zigbee,203,0,292.5,9944
57,21,False,18.4497743,73.8511268,88.5,,,,zigbee,200,0,0.0,9944
57,22,False,18.441913,73.8657033,69.1,,,,wifi,200,0,0.0,9944
57,23,False,18.4612203,73.85897,81.8,,,,zigbee,201,0,112.5,9944
57,24,False,18.4438758,73.8480417,43.0,,,,zigbee,200,0,0.0,9944
57,25,False,18.4642825,73.8647482,64.2,,,,wifi,202,0,14400.0,9944
57,26,False,18.4531268,73.868144,55.9,,,,zigbee,200,0,0.0,9944
57,27,False,18.4529403,73.8670447,70.3,,,,zigbee,202,0,180.0,9944
57,28,False,18.4523648,73.8560434,80.1,,,,zigbee,201,0,112.5,9944
57,29,False,18.4453397,73.8615464,56.3,,,,wifi,208,0,72000.0,9944
57,30,False,18.4553142,73.8482173,89.8,,,,wifi,202,0,9112.5,9944
57,31,False,18.449089,73.8649385,73.6,18.4485846,73.8644837,73.6,zigbee,201,1,112.5,9944
57,32,False,18.4653879,73.8546379,61.9,,,,wifi,200,0,0.0,9944
57,33,False,18.4583883,73.8718426,98.6,,,,wifi,200,0,0.0,9944
57,34,False,18.4589513,73.8582789,49.5,,,,ble,200,0,0.0,9944
57,35,False,18.4496439,73.8715024,53.4,,,,zigbee,200,0,0.0,9944
57,36,False,18.4527665,73.8511187,46.9,,,,zigbee,205,0,562.5,9944
57,37,False,18.4476619,73.8495073,63.1,,,,zigbee,202,0,225.0,9944
57,38,False,18.4448241,73.8471281,96.9,,,,zigbee,202,0,225.0,9944
57,39,False,18.4574574,73.8526721,81.8,,,,zigbee,200,0,0.0,9944
57,40,False,18.4432676,73.8566641,57.2,,,,zigbee,202,0,180.0,9944
57,41,False,18.44265,73.8494957,70.9,,,,zigbee,202,0,180.0,9944
57,42,False,18.4494743,73.852095,99.0,18.4491871,73.8533668,99.0,zigbee,205,1,562.5,9944
57,43,False,18.4305489,73.8575302,79.4,,,,zigbee,200,0,0.0,9944
57,44,False,18.4420959,73.8563357,88.1,,,,zigbee,201,0,67.5,9944
57,45,False,18.4434102,73.8492277,84.6,18.4434009,73.848776,84.6,zigbee,204,1,360.0,9944
57,46,False,18.4407764,73.8658761,82.8,,,,wifi,200,0,0.0,9944
57,47,False,18.4522888,73.8583118,82.4,,,,zigbee,207,0,697.5,9944
57,48,False,18.4505771,73.8506155,94.3,18.4505081,73.8508587,94.3,zigbee,205,1,562.5,9944
57,49,False,18.4434223,73.8532435,53.2,18.4434223,73.8532435,53.2,zigbee,202,2,300.0,9944
57,50,False,18.4495143,73.8545939,94.4,,,,zigbee,207,0,787.5,9944
57,51,False,18.4403624,73.8640554,62.7,,,,wifi,200,0,0.0,9944
57,52,False,18.4443552,73.8600516,41.2,,,,zigbee,203,0,337.5,9944
57,53,False,18.462204,73.8684619,77.3,,,,wifi,203,0,27000.0,9944
58,0,True,18.4455576,73.852505,8333.2,,,,zigbee,0,0,0.0,9944
58,1,True,18.4503605,73.8675219,8333.2,,,,zigbee,0,0,0.0,9944
58,2,True,18.4577175,73.8584812,8333.2,,,,zigbee,0,0,0.0,9944
58,4,False,18.4474152,73.8530039,45.8,18.4473878,73.8526574,45.8,zigbee,204,1,525.0,9944
58,5,False,18.4589089,73.8490003,89.8,,,,wifi,201,0,5400.0,9944
58,6,False,18.4460798,73.8520999,62.8,18.446617,73.8521484,62.8,zigbee,203,1,292.5,9944
58,7,False,18.4489403,73.8584096,83.7,,,,zigbee,204,0,405.0,9944
58,8,False,18.4443504,73.8494842,64.1,,,,zigbee,201,0,112.5,9944
58,9,False,18.4455392,73.8578097,54.8,,,,zigbee,204,0,450.0,9944
58,10,False,18.4555025,73.849262,69.6,,,,wifi,204,0,36000.0,9944
58,11,False,18.4434849,73.8700609,99.8,,,,wifi,201,0,9000.0,9944
58,12,False,18.4461504,73.8536089,66.1,18.4472673,73.8522787,66.1,zigbee,201,1,112.5,9944
58,13,False,18.4443676,73.8598295,85.7,,,,zigbee,202,0,180.0,9944
58,14,False,18.4541172,73.8699284,43.5,18.4540089,73.8697089,43.5,zigbee,201,1,112.5,9944
58,15,False,18.4608855,73.8687935,96.8,,,,wifi,201,0,9000.0,9944
58,16,False,18.4471155,73.8680925,47.3,,,,zigbee,200,0,0.0,9944
58,17,False,18.4501358,73.8512638,82.5,,,,zigbee,202,0,225.0,9944
58,18,False,18.4613028,73.8664875,72.3,,,,wifi,203,0,27000.0,9944
58,19,False,18.4526128,73.864169,61.2,,,,zigbee,200,0,0.0,9944
58,20,False,18.4530397,73.8697719,54.9,,,,zigbee,203,0,292.5,9944
58,21,False,18.4497797,73.850922,88.5,,,,zigbee,200,0,0.0,9944
58,22,False,18.4418447,73.8655993,69.1,,,,wifi,200,0,0.0,9944
58,23,False,18.4612014,73.8591074,81.8,,,,zigbee,201,0,112.5,9944
58,24,False,18.4438438,73.8480298,43.0,,,,zigbee,200,0,0.0,9944
58,25,False,18.4644356,73.8647088,64.2,,,,wifi,202,0,14400.0,9944
58,26,False,18.4531368,73.8679815,55.9,,,,zigbee,200,0,0.0,9944
58,27,False,18.4529269,73.8671102,70.3,,,,zigbee,202,0,180.0,9944
58,28,False,18.4523493,73.8561569,80.1,,,,zigbee,201,0,112.5,9944
58,29,False,18.4452883,73.8615601,56.3,,,,wifi,208,0,72000.0,9944
58,30,False,18.4553871,73.8483332,89.8,,,,wifi,202,0,9112.5,9944
58,31,False,18.4489072,73.8649307,73.6,18.4485846,73.8644837,73.6,zigbee,201,1,112.5,9944
58,32,False,18.4651948,73.8546058,61.9,,,,wifi,200,0,0.0,9944
58,33,False,18.4585435,73.8718354,98.6,,,,wifi,200,0,0.0,9944
58,34,False,18.4588514,73.8582864,49.5,,,,ble,200,0,0.0,9944
58,35,False,18.4496641,73.8716882,53.4,,,,zigbee,200,0,0.0,9944
58,36,False,18.4528801,73.8511093,46.9,,,,zigbee,205,0,562.5,9944
58,37,False,18.447655,73.8495548,63.1,,,,zigbee,202,0,225.0,9944
58,38,False,18.4448349,73.8470691,96.9,,,,zigbee,202,0,225.0,9944
58,39,False,18.4574247,73.8524864,81.8,,,,zigbee,200,0,0.0,9944
58,40,False,18.443281,73.8567085,57.2,,,,zigbee,202,0,180.0,9944
58,41,False,18.4426845,73.849695,70.9,,,,zigbee,202,0,180.0,9944
58,42,False,18.4493058,73.8520883,99.0,18.4491871,73.8533668,99.0,zigbee,205,1,562.5,9944
58,43,False,18.4306799,73.8576222,79.4,,,,zigbee,200,0,0.0,9944
58,44,False,18.4419662,73.8563279,88.1,,,,zigbee,201,0,67.5,9944
58,45,False,18.4434532,73.8491547,84.6,18.4434009,73.848776,84.6,zigbee,204,1,360.0,9944
58,46,False,18.4409397,73.8657958,82.8,,,,wifi,200,0,0.0,9944
58,47,False,18.4522078,73.8582997,82.4,,,,zigbee,207,0,697.5,9944
58,48,False,18.4505264,73.8507943,94.3,18.4505081,73.8508587,94.3,zigbee,205,1,562.5,9944
58,49,False,18.4435522,73.8532534,53.2,18.4434223,73.8532435,53.2,zigbee,202,2,300.0,9944
58,50,False,18.4495503,73.8544571,94.4,,,,zigbee,207,0,787.5,9944
58,51,False,18.440541,73.8639435,62.7,,,,wifi,200,0,0.0,9944
58,52,False,18.444362,73.8599293,41.2,,,,zigbee,203,0,337.5,9944
58,53,False,18.4623863,73.8684564,77.3,,,,wifi,203,0,27000.0,9944
59,0,True,18.4455576,73.852505,8333.2,,,,zigbee,0,0,0.0,9944
59,1,True,18.4503605,73.8675219,8333.2,,,,zigbee,0,0,0.0,9944
59,2,True,18.4577175,73.8584812,8333.2,,,,zigbee,0,0,0.0,9944
59,4,False,18.4474334,73.8530407,45.8,18.4473878,73.8526574,45.8,zigbee,204,1,525.0,9944
59,5,False,18.4590186,73.8489539,89.8,,,,wifi,201,0,5400.0,9944
59,6,False,18.4458866,73.8520773,62.8,18.446617,73.8521484,62.8,zigbee,203,1,292.5,9944
59,7,False,18.4489056,73.8584145,83.7,,,,zigbee,204,0,405.0,9944
59,8,False,18.4443148,73.8494326,64.1,,,,zigbee,201,0,112.5,9944
59,9,False,18.4456845,73.8578966,54.8,,,,zigbee,204,0,450.0,9944
59,10,False,18.4555199,73.849417,69.6,,,,wifi,204,0,36000.0,9944
59,11,False,18.4434849,73.8700609,99.8,,,,wifi,201,0,9000.0,9944
59,12,False,18.4461388,73.8534871,66.1,18.4472673,73.8522787,66.1,zigbee,201,1,112.5,9944
59,13,False,18.4443754,73.8596888,85.7,,,,zigbee,202,0,180.0,9944
59,14,False,18.4541179,73.8699608,43.5,18.4540089,73.8697089,43.5,zigbee,201,1,112.5,9944
59,15,False,18.4608756,73.8686291,96.8,,,,wifi,201,0,9000.0,9944
59,16,False,18.447107,73.8681189,47.3,,,,zigbee,200,0,0.0,9944
59,17,False,18.4502412,73.851261,82.5,,,,zigbee,202,0,225.0,9944
59,18,False,18.4613779,73.8663899,72.3,,,,wifi,203,0,27000.0,9944
59,19,False,18.4525658,73.8643233,61.2,,,,zigbee,200,0,0.0,9944
59,20,False,18.4531522,73.8697534,54.9,,,,zigbee,203,0,292.5,9944
59,21,False,18.4497819,73.8508385,88.5,,,,zigbee,200,0,0.0,9944
59,22,False,18.4419455,73.8657529,69.1,,,,wifi,200,0,0.0,9944
59,23,False,18.4611994,73.8591216,81.8,,,,zigbee,201,0,112.5,9944
59,24,False,18.443873,73.847952,43.0,,,,zigbee,200,0,0.0,9944
59,25,False,18.4642825,73.8647482,64.2,,,,wifi,202,0,14400.0,9944
59,26,False,18.4531405,73.8679212,55.9,,,,zigbee,200,0,0.0,9944
59,27,False,18.452929,73.86715,70.3,,,,zigbee,202,0,180.0,9944
59,28,False,18.4523262,73.8563253,80.1,,,,zigbee,201,0,112.5,9944
59,29,False,18.4452819,73.8614223,56.3,,,,wifi,208,0,72000.0,9944
59,30,False,18.4554589,73.8484475,89.8,,,,wifi,202,0,9112.5,9944
59,31,False,18.4488513,73.8649283,73.6,18.4485846,73.8644837,73.6,zigbee,201,1,112.5,9944
59,32,False,18.4650771,73.8545862,61.9,,,,wifi,200,0,0.0,9944
59,33,False,18.4579093,73.8718649,98.6,,,,wifi,200,0,0.0,9944
59,34,False,18.4588369,73.8582888,49.5,,,,ble,200,0,0.0,9944
59,35,False,18.4496439,73.8715024,53.4,,,,zigbee,200,0,0.0,9944
59,36,False,18.4530162,73.851098,46.9,,,,zigbee,205,0,562.5,9944
59,37,False,18.4476619,73.8495073,63.1,,,,zigbee,202,0,225.0,9944
59,38,False,18.4448027,73.8472446,96.9,,,,zigbee,202,0,225.0,9944
59,39,False,18.4574024,73.8523596,81.8,,,,zigbee,200,0,0.0,9944
59,40,False,18.4432676,73.8566641,57.2,,,,zigbee,202,0,180.0,9944
59,41,False,18.4427075,73.8498276,70.9,,,,zigbee,202,0,180.0,9944
59,42,False,18.4490907,73.8520798,99.0,18.4491871,73.8533668,99.0,zigbee,205,1,562.5,9944
59,43,False,18.4308313,73.8577284,79.4,,,,zigbee,200,0,0.0,9944
59,44,False,18.4419154,73.8563249,88.1,,,,zigbee,201,0,67.5,9944
59,45,False,18.4434882,73.8491317,84.6,18.4434009,73.848776,84.6,zigbee,204,1,360.0,9944
59,46,False,18.4407764,73.8658761,82.8,,,,wifi,200,0,0.0,9944
59,47,False,18.4520606,73.8582778,82.4,,,,zigbee,207,0,697.5,9944
59,48,False,18.4504713,73.8509885,94.3,18.4505081,73.8508587,94.3,zigbee,205,1,562.5,9944
59,49,False,18.4436046,73.8532574,53.2,18.4434223,73.8532435,53.2,zigbee,202,2,300.0,9944
59,50,False,18.4494445,73.8548584,94.4,,,,zigbee,207,0,787.5,9944
59,51,False,18.4403624,73.8640554,62.7,,,,wifi,200,0,0.0,9944
59,52,False,18.4443691,73.8598012,41.2,,,,zigbee,203,0,337.5,9944
59,53,False,18.4625172,73.8684524,77.3,,,,wifi,203,0,27000.0,9944
60,0,True,18.4455576,73.852505,8333.2,,,,zigbee,0,0,0.0,9944
60,1,True,18.4503605,73.8675219,8333.2,,,,zigbee,0,0,0.0,9944
60,2,True,18.4577175,73.8584812,8333.2,,,,zigbee,0,0,0.0,9944
60,4,False,18.4474152,73.8530039,45.8,18.4473878,73.8526574,45.8,zigbee,204,1,525.0,9944
60,5,False,18.4591206,73.8489107,89.8,,,,wifi,201,0,5400.0,9944
60,6,False,18.445847,73.8520727,62.8,18.446617,73.8521484,62.8,zigbee,203,1,292.5,9944
60,7,False,18.4489056,73.8584145,83.7,,,,zigbee,204,0,405.0,9944
60,8,False,18.4444114,73.8495727,64.1,,,,zigbee,201,0,112.5,9944
60,9,False,18.4457533,73.8579377,54.8,,,,zigbee,204,0,450.0,9944
60,10,False,18.455545,73.8496402,69.6,,,,wifi,204,0,36000.0,9944
60,11,False,18.4434793,73.8701309,99.8,,,,wifi,201,0,9000.0,9944
60,12,False,18.4461254,73.8533461,66.1,18.4472673,73.8522787,66.1,zigbee,201,1,112.5,9944
60,13,False,18.4443628,73.8599155,85.7,,,,zigbee,202,0,180.0,9944
60,14,False,18.4541141,73.8697858,43.5,18.4540089,73.8697089,43.5,zigbee,201,1,112.5,9944
60,15,False,18.4608732,73.8685901,96.8,,,,wifi,201,0,9000.0,9944
60,16,False,18.4470443,73.8683094,47.3,,,,zigbee,200,0,0.0,9944
60,17,False,18.4503633,73.8512585,82.5,,,,zigbee,202,0,225.0,9944
60,18,False,18.4613028,73.8664875,72.3,,,,wifi,203,0,27000.0,9944
60,19,False,18.452506,73.8645197,61.2,,,,zigbee,200,0,0.0,9944
60,20,False,18.4530397,73.8697719,54.9,,,,zigbee,203,0,292.5,9944
60,21,False,18.4497875,73.8506216,88.5,,,,zigbee,200,0,0.0,9944
60,22,False,18.4418447,73.8655993,69.1,,,,wifi,200,0,0.0,9944
60,23,False,18.4611715,73.8593231,81.8,,,,zigbee,201,0,112.5,9944
60,24,False,18.4438954,73.8478373,43.0,,,,zigbee,200,0,0.0,9944
60,25,False,18.4644049,73.8647167,64.2,,,,wifi,202,0,14400.0,9944
60,26,False,18.4531334,73.8680363,55.9,,,,zigbee,200,0,0.0,9944
60,27,False,18.4529269,73.8671102,70.3,,,,zigbee,202,0,180.0,9944
60,28,False,18.4523027,73.8564971,80.1,,,,zigbee,201,0,112.5,9944
60,29,False,18.4452763,73.8613022,56.3,,,,wifi,208,0,72000.0,9944
60,30,False,18.4554761,73.8484748,89.8,,,,wifi,202,0,9112.5,9944
60,31,False,18.448843,73.8650421,73.6,18.4485846,73.8644837,73.6,zigbee,201,1,112.5,9944
60,32,False,18.464906,73.8545577,61.9,,,,wifi,200,0,0.0,9944
60,33,False,18.4581183,73.8718552,98.6,,,,wifi,200,0,0.0,9944
60,34,False,18.4588514,73.8582864,49.5,,,,ble,200,0,0.0,9944
60,35,False,18.4496563,73.8716168,53.4,,,,zigbee,200,0,0.0,9944
60,36,False,18.4528059,73.8511154,46.9,,,,zigbee,205,0,562.5,9944
60,37,False,18.4477016,73.8493145,63.1,,,,zigbee,202,0,225.0,9944
60,38,False,18.4447895,73.8473165,96.9,,,,zigbee,202,0,225.0,9944
60,39,False,18.4573935,73.8523093,81.8,,,,zigbee,200,0,0.0,9944
60,40,False,18.443281,73.8567085,57.2,,,,zigbee,202,0,180.0,9944
60,41,False,18.4426795,73.849666,70.9,,,,zigbee,202,0,180.0,9944
60,42,False,18.449266,73.8520868,99.0,18.4491871,73.8533668,99.0,zigbee,205,1,562.5,9944
60,43,False,18.4308538,73.8577442,79.4,,,,zigbee,200,0,0.0,9944
60,44,False,18.4420931,73.8563355,88.1,,,,zigbee,201,0,67.5,9944
60,45,False,18.4434532,73.8491547,84.6,18.4434009,73.848776,84.6,zigbee,204,1,360.0,9944
60,46,False,18.4409506,73.8657904,82.8,,,,wifi,200,0,0.0,9944
60,47,False,18.451919,73.8582568,82.4,,,,zigbee,207,0,697.5,9944
60,48,False,18.4504192,73.8511719,94.3,18.4505081,73.8508587,94.3,zigbee,205,1,562.5,9944
60,49,False,18.4436046,73.8532574,53.2,18.4434223,73.8532435,53.2,zigbee,202,2,300.0,9944
60,50,False,18.449482,73.8547163,94.4,,,,zigbee,207,0,787.5,9944
60,51,False,18.4405321,73.8639491,62.7,,,,wifi,200,0,0.0,9944
60,52,False,18.4443754,73.8596888,41.2,,,,zigbee,203,0,337.5,9944
60,53,False,18.4625175,73.8684524,77.3,,,,wifi,203,0,27000.0,9944
61,0,True,18.4455576,73.852505,8333.2,,,,zigbee,0,0,0.0,9944
61,1,True,18.4503605,73.8675219,8333.2,,,,zigbee,0,0,0.0,9944
61,2,True,18.4577175,73.8584812,8333.2,,,,zigbee,0,0,0.0,9944
